FullAddress,SID,PID,EXID,Service,Longitude,Latitude,Company,_overlaps
40 A IRION RD OLIVE MT 59343,3421,,28,NO SM Qualifications,-105.5220018,45.54318941,Forsyth,
41 IRION RD OLIVE MT 59343,3420,,28,NO SM Qualifications,-105.5204794,45.54279656,Forsyth,
6 MIZPAH RD OLIVE MT 59343,3871,,28,NO SM Qualifications,-105.4856936,45.5756128,Forsyth,
20 A CAPP RD POWDERVILLE MT 59345,3802,,28,Below 10X1 Copper,-105.2068938,45.67165779,Forsyth,
20 CAPP RD POWDERVILLE MT 59345,3465,,28,Below 10X1 Copper,-105.2075336,45.6721735,Forsyth,
26 A CAPP RD POWDERVILLE MT 59345,3323,,28,Below 10X1 Copper,-105.2149357,45.67190153,Forsyth,
26 CAPP RD POWDERVILLE MT 59345,3464,,28,Below 10X1 Copper,-105.2141235,45.67209391,Forsyth,
15 BURLEY RD BROADUS MT 59317,3754,,28,Below 10X1 Copper,-105.6618884,45.47768384,Forsyth,
16 BURLEY RD BROADUS MT 59317,3753,,28,Below 10X1 Copper,-105.662268,45.47900891,Forsyth,
18 BURLEY RD BROADUS MT 59317,3752,,28,Below 10X1 Copper,-105.6627656,45.47881529,Forsyth,
41 MOORHEAD RD BROADUS MT 59317,3401,,28,Below 10X1 Copper,-105.4320347,45.4256833,Forsyth,
49 MOORHEAD RD BROADUS MT 59317,3864,,35,Below 10X1 Copper,-105.4809212,45.39179485,Forsyth,
55 E POWDERVILLE RD BROADUS MT 59317,3598,,28,Below 10X1 Copper,-105.3211998,45.47893591,Forsyth,
11 TURNBOUGH RD BROADUS MT 59317,3633,,28,Below 10X1 Copper,-105.315985,45.44407028,Forsyth,
12 TURNBOUGH RD BROADUS MT 59317,3632,,28,Below 10X1 Copper,-105.3177621,45.44422343,Forsyth,
8 TURNBOUGH RD BROADUS MT 59317,3631,,28,Below 10X1 Copper,-105.3191988,45.44848547,Forsyth,
6 TURNBOUGH LN BROADUS MT 59317,3910,,28,Below 10X1 Copper,-105.3232661,45.4524717,Forsyth,
5 TURNBOUGH RD BROADUS MT 59317,3630,,28,Below 10X1 Copper,-105.3158524,45.45273067,Forsyth,
3 TURNBOUGH RD BROADUS MT 59317,3629,,28,Below 10X1 Copper,-105.3101451,45.45626896,Forsyth,
2 TURNBOUGH RD BROADUS MT 59317,3790,,28,Below 10X1 Copper,-105.3139028,45.45504216,Forsyth,
49 E POWDERVILLE RD BROADUS MT 59317,3771,,28,Below 10X1 Copper,-105.321666,45.46245035,Forsyth,
9 E POWDERVILLE RD BROADUS MT 59317,3791,,28,Below 10X1 Copper,-105.3855188,45.43615499,Forsyth,
10 E POWDERVILLE RD BROADUS MT 59317,3780,,28,Below 10X1 Copper,-105.3779984,45.43324684,Forsyth,
118 N LINCOLN AVE BROADUS MT 59317,3825,,28,NO SM Qualifications,-105.4065242,45.44422971,Forsyth,
4 E POWDERVILLE RD BROADUS MT 59317,3794,,28,Below 10X1 Copper,-105.3957785,45.42746909,Forsyth,
5 E POWDERVILLE RD BROADUS MT 59317,3775,,28,Below 10X1 Copper,-105.3987342,45.4272141,Forsyth,
3 E POWDERVILLE RD BROADUS MT 59317,3776,,28,Below 10X1 Copper,-105.3990269,45.42734248,Forsyth,
6 COUNTY SHOP RD BROADUS MT 59317,3788,,28,Below 10X1 Copper,-105.4001951,45.42730737,Forsyth,
3 COUNTY SHOP RD BROADUS MT 59317,3606,,28,Below 10X1 Copper,-105.4006063,45.42675994,Forsyth,
5 COUGAR CANYON RD BROADUS MT 59317,3414,,28,Below 10X1 Copper,-105.4844096,45.48577139,Forsyth,
3 COUGAR CANYON RD BROADUS MT 59317,3413,,28,Below 10X1 Copper,-105.4839103,45.48630319,Forsyth,
100 BEE HILL RD BROADUS MT 59317,3823,,28,NO SM Qualifications,-105.4115302,45.44875569,Forsyth,
102 S LINCOLN AVE BROADUS MT 59317,3640,,28,NO SM Qualifications,-105.4064863,45.44325761,Forsyth,
206 E SOUTH ST BROADUS MT 59317,3829,,28,NO SM Qualifications,-105.4063457,45.43850853,Forsyth,
5 A E RIVER RD BROADUS MT 59317,3326,,28,NO SM Qualifications,-105.4095737,45.41502461,Forsyth,
103 RANDALL LN BROADUS MT 59317,3406,,28,Below 10X1 Copper,-105.4627945,45.40086973,Forsyth,
101 RANDALL LN BROADUS MT 59317,3405,,28,Below 10X1 Copper,-105.4633779,45.40082878,Forsyth,
61 RANDALL LN BROADUS MT 59317,3404,,28,Below 10X1 Copper,-105.460965,45.40582545,Forsyth,
31 RANDALL LN BROADUS MT 59317,3403,,28,Below 10X1 Copper,-105.4634596,45.40931223,Forsyth,
40 TAYLER LN BROADUS MT 59317,3804,,28,Below 10X1 Copper,-105.4501337,45.42336724,Forsyth,
20 TAYLER LN BROADUS MT 59317,3402,,28,Below 10X1 Copper,-105.4506929,45.42322501,Forsyth,
109 4TH ST BROADUS MT 59317,3582,,28,NO SM Qualifications,-105.4212148,45.44095342,Forsyth,
Null,3328,,28,NO SM Qualifications,-105.3674279,45.37167714,Forsyth,
6485 COOK CREEK RD BIRNEY MT 59012,20550,,27,Below 10X1 Copper,-106.5673077,45.38937212,Forsyth,
6484 COOK CREEK RD BIRNEY MT 59012,20595,,27,Below 10X1 Copper,-106.5668535,45.38996349,Forsyth,
47 BONES LN BIRNEY MT 59012,20588,,27,Below 10X1 Copper,-106.4847264,45.29669704,Forsyth,
24 ARROW LN BIRNEY MT 59012,20583,,27,Below 10X1 Copper,-106.4884549,45.26138385,Forsyth,
23 ARROW LN BIRNEY MT 59012,20584,,27,Below 10X1 Copper,-106.4888757,45.26176002,Forsyth,
1609 COOK CREEK RD LAME DEER MT 59043,20685,,27,Below 10X1 Copper,-106.4767588,45.39560594,Forsyth,
23 U RANCH LN BIRNEY MT 59012,20601,,27,Below 10X1 Copper,-106.5587845,45.29990506,Forsyth,
23 A U RANCH LN BIRNEY MT 59012,20669,,27,Below 10X1 Copper,-106.5582449,45.30013721,Forsyth,
14 U RANCH LN BIRNEY MT 59012,20602,,27,Below 10X1 Copper,-106.5567283,45.29997304,Forsyth,
14 A U RANCH LN BIRNEY MT 59012,20670,,27,Below 10X1 Copper,-106.5569802,45.30021841,Forsyth,
31 C CANYON CREEK LN BIRNEY MT 59012,20598,,27,Below 10X1 Copper,-106.6433999,45.25931895,Forsyth,
31 B CANYON CREEK LN BIRNEY MT 59012,20691,,27,Below 10X1 Copper,-106.6432231,45.25996026,Forsyth,
31 CANYON CREEK LN BIRNEY MT 59012,20666,,27,Below 10X1 Copper,-106.6421362,45.25942346,Forsyth,
31 A CANYON CREEK LN BIRNEY MT 59012,20667,,27,Below 10X1 Copper,-106.6417887,45.25969932,Forsyth,
31 D CANYON CREEK LN BIRNEY MT 59012,20552,,27,Below 10X1 Copper,-106.6411331,45.25958891,Forsyth,
10814 TONGUE RIVER RD DECKER MT 59025,20672,,27,Below 10X1 Copper,-106.7320967,45.17215931,Forsyth,
9698 TONGUE RIVER RD DECKER MT 59025,20641,,27,NO SM Qualifications,-106.7421912,45.16694401,Forsyth,
8376 A TONGUE RIVER RD DECKER MT 59025,20674,,27,Below 10X1 Copper,-106.7498324,45.15603671,Forsyth,
8376 TONGUE RIVER RD DECKER MT 59025,20604,,27,Below 10X1 Copper,-106.7496039,45.15574984,Forsyth,
9276 TONGUE RIVER RD DECKER MT 59025,20605,,27,Below 10X1 Copper,-106.7323006,45.16345043,Forsyth,
9276 A TONGUE RIVER RD DECKER MT 59025,20551,,27,Below 10X1 Copper,-106.7324246,45.16376256,Forsyth,
7658 TONGUE RIVER RD DECKER MT 59025,20603,,27,Below 10X1 Copper,-106.7531402,45.15208003,Forsyth,
101 TOBY LN BIRNEY MT 59012,20646,,27,Below 10X1 Copper,-106.6654396,45.22909681,Forsyth,
2293 COOK CREEK RD BIRNEY MT 59012,20643,,27,Below 10X1 Copper,-106.4888848,45.39140871,Forsyth,
1607 COOK CREEK RD BIRNEY MT 59012,20617,,27,NO SM Qualifications,-106.4766361,45.39686841,Forsyth,
14811 BIRNEY RIVER RD BIRNEY MT 59012,20632,,27,Below 10X1 Copper,-106.4457547,45.42300169,Forsyth,
304 MEDICINE BULL LN BIRNEY MT 59012,20628,,27,Below 10X1 Copper,-106.4383976,45.4259679,Forsyth,
675 MEDICINE BULL LN BIRNEY MT 59012,20629,,27,Below 10X1 Copper,-106.4379827,45.42907292,Forsyth,
456 MEDICINE BULL LN BIRNEY MT 59012,20638,,27,Below 10X1 Copper,-106.4348617,45.42799483,Forsyth,
770 MEDICINE BULL LN BIRNEY MT 59012,20630,,27,Below 10X1 Copper,-106.4397337,45.42979102,Forsyth,
504 MEDICINE BULL LN BIRNEY MT 59012,20627,,27,Below 10X1 Copper,-106.4352845,45.42844962,Forsyth,
495 TIMBER CREEK RD BIRNEY MT 59012,20593,,27,Below 10X1 Copper,-106.3655882,45.32467898,Forsyth,
671 HANGING WOMAN CREEK RD BIRNEY MT 59012,20686,,27,Below 10X1 Copper,-106.4963915,45.23589423,Forsyth,
638 THREE CIRCLE RANCH LN BIRNEY MT 59012,20594,,27,Below 10X1 Copper,-106.5001564,45.36957329,Forsyth,
740 HANGING WOMAN CREEK RD BIRNEY MT 59012,20586,,27,Below 10X1 Copper,-106.5077223,45.23123698,Forsyth,
6 HANGING WOMAN CREEK RD BIRNEY MT 59012,940632,,27,NO SM Qualifications,-106.5091349,45.323613,Forsyth,
741 HANGING WOMAN CREEK RD BIRNEY MT 59012,20587,,27,Below 10X1 Copper,-106.5085576,45.23096399,Forsyth,
738 HANGING WOMAN CREEK RD BIRNEY MT 59012,20639,,27,Below 10X1 Copper,-106.5083248,45.23156863,Forsyth,
629 E FORK HANGING WOMAN CREEK RD BIRNEY MT 59012,20592,,27,Below 10X1 Copper,-106.3794458,45.29144364,Forsyth,
615 E FORK HANGING WOMAN CREEK RD BIRNEY MT 59012,20591,,27,Below 10X1 Copper,-106.3815815,45.29190583,Forsyth,
118 E FORK HANGING WOMAN CREEK RD BIRNEY MT 59012,20590,,27,Below 10X1 Copper,-106.480359,45.29878957,Forsyth,
2 HANGING WOMAN CREEK RD BIRNEY MT 59012,20693,,27,NO SM Qualifications,-106.5099275,45.32367632,Forsyth,
7935 TONGUE RIVER RD BIRNEY MT 59012,20644,,27,NO SM Qualifications,-106.489827,45.36612408,Forsyth,
7910 TONGUE RIVER RD BIRNEY MT 59012,20631,,27,Below 10X1 Copper,-106.472897,45.38712887,Forsyth,
672 HANGING WOMAN CREEK RD BIRNEY MT 59012,20585,,27,Below 10X1 Copper,-106.4996873,45.23588088,Forsyth,
Null,20553,,27,Below 10X1 Copper,-106.5067271,45.23219455,Forsyth,
5070 HWY 26 DUBOIS WY 82513,946763,,3,NO SM Qualifications,-109.706508,43.57095741,DUBOIS,
20 LOOKOUT CT DUBOIS WY 82513,946079,,3,NO SM Qualifications,-109.7960751,43.57012764,DUBOIS,
74156 COUNTY ROAD 129 SLATER CO 81653,39319,,1,NO SM Qualifications,-107.0936215,41.00152843,DUBOIS,
20 A COUNTY ROAD 613 BAGGS WY 82321,23945,,1,NO SM Qualifications,-107.666927,41.01488419,DUBOIS,
74282 COUNTY ROAD 129 SLATER CO 81653,945383,,1,Below 10X1 Copper,-107.1346218,40.99504279,DUBOIS,
342 C COUNTY ROAD 603 BAGGS WY 82321,942773,,1,Below 10X1 Copper,-107.6912415,41.00279876,DUBOIS,
2037 COUNTY ROAD 4N CRAIG CO 81625,947262,,1,NO SM Qualifications,-107.7745156,40.99156679,DUBOIS,
429 A COUNTY ROAD 730 BAGGS WY 82321,946760,,1,NO SM Qualifications,-107.7845453,41.00304415,DUBOIS,
429 COUNTY ROAD 730 BAGGS WY 82321,23952,,1,Below 10X1 Copper,-107.7857488,41.00337332,DUBOIS,
50 COUNTY ROAD 703 BAGGS WY 82321,23954,,1,NO SM Qualifications,-107.8494396,41.0056724,DUBOIS,
50 A COUNTY ROAD 703 BAGGS WY 82321,23953,,1,NO SM Qualifications,-107.8519181,41.00665654,DUBOIS,
2200 B COUNTY ROAD 4N CRAIG CO 81625,947266,,1,NO SM Qualifications,-107.7510105,40.99046085,DUBOIS,
325 COUNTY ROAD 2 CRAIG CO 81625,947259,,1,NO SM Qualifications,-107.6225439,40.98827126,DUBOIS,
620 COUNTY ROAD 2 CRAIG CO 81625,947258,,1,NO SM Qualifications,-107.6226374,40.98487322,DUBOIS,
134 COUNTY ROAD 2N CRAIG CO 81625,23656,,1,NO SM Qualifications,-107.6693888,41.00048476,DUBOIS,
2200 A COUNTY ROAD 4N CRAIG CO 81625,24071,,1,Below 10X1 Copper,-107.752299,40.9903979,DUBOIS,
126 COUNTY ROAD 613 BAGGS WY 82321,947253,,1,NO SM Qualifications,-107.6735095,41.00284211,DUBOIS,
2967 B COUNTY ROAD 4 CRAIG CO 81625,947191,,1,NO SM Qualifications,-107.6845839,40.99064894,DUBOIS,
905 A COUNTY ROAD 9W BAGGS CO 81653,947189,,1,NO SM Qualifications,-107.7168073,40.99511797,DUBOIS,
1037 A COUNTY ROAD 9W CRAIG CO 81625,940623,,1,Below 10X1 Copper,-107.7136772,40.99589617,DUBOIS,
4831 A COUNTY ROAD 4 CRAIG CO 81625,947111,,1,Below 10X1 Copper,-107.7201436,40.97982585,DUBOIS,
5 WATER GULCH TR DUBOIS WY 82513,946904,,3,NO SM Qualifications,-109.6844233,43.53301265,DUBOIS,
63 B COUNTY ROAD 730 BAGGS WY 82321,946762,,1,NO SM Qualifications,-107.8621693,41.00963635,DUBOIS,
2450 A COUNTY ROAD 4N CRAIG CO 81625,946761,,1,Below 10X1 Copper,-107.7612807,40.99297718,DUBOIS,
63 A COUNTY ROAD 730 BAGGS WY 82321,946758,,1,NO SM Qualifications,-107.8629065,41.00931258,DUBOIS,
4870 COUNTY ROAD 4 CRAIG CO 81625,946733,,1,NO SM Qualifications,-107.7263044,40.98755048,DUBOIS,
60 COUNTY ROAD 501 SAVERY WY 82332,946505,,1,NO SM Qualifications,-107.4407632,41.04704699,DUBOIS,
63755 A COUNTY ROAD 1W SLATER CO 81653,940560,,1,NO SM Qualifications,-107.2870209,40.85165649,DUBOIS,
5049 COUNTY ROAD 1 SLATER CO 81653,23873,,1,NO SM Qualifications,-107.3791069,40.93139625,DUBOIS,
90 COUNTY ROAD 613 BAGGS WY 82321,23683,,1,Below 10X1 Copper,-107.6760285,41.00601983,DUBOIS,
4903 COUNTY ROAD 4 CRAIG CO 81625,23561,,1,Below 10X1 Copper,-107.722108,40.97998172,DUBOIS,
4910 COUNTY ROAD 4 CRAIG CO 81625,23562,,1,Below 10X1 Copper,-107.737911,40.98028812,DUBOIS,
4831 COUNTY ROAD 4 CRAIG CO 81625,23560,,1,Below 10X1 Copper,-107.7183345,40.98086266,DUBOIS,
905 COUNTY ROAD 9W BAGGS CO 81653,23991,,1,Below 10X1 Copper,-107.7147509,40.99530022,DUBOIS,
1451 COUNTY ROAD 144 BAGGS WY 82321,23564,,1,Below 10X1 Copper,-107.8151567,41.00267132,DUBOIS,
63 COUNTY ROAD 730 BAGGS WY 82321,23712,,1,Below 10X1 Copper,-107.8627616,41.00893937,DUBOIS,
74174 COUNTY ROAD 129 SLATER CO 81653,23652,,1,Below 10X1 Copper,-107.1021045,41.00267542,DUBOIS,
74315 COUNTY ROAD 129 SLATER CO 81653,23532,,1,Below 10X1 Copper,-107.1406823,40.99510325,DUBOIS,
70625 COUNTY ROAD 129A SLATER CO 81653,23529,,1,Below 10X1 Copper,-107.1446025,40.94314723,DUBOIS,
1445 COUNTY ROAD 710 UNIT 6A ENCAMPMENT WY 82325,944902,,1,NO SM Qualifications,-107.0747088,41.00424139,DUBOIS,
1445 COUNTY ROAD 710 UNIT 5A ENCAMPMENT WY 82325,944900,,1,NO SM Qualifications,-107.0746824,41.00446902,DUBOIS,
1445 COUNTY ROAD 710 UNIT 4A ENCAMPMENT WY 82325,944898,,1,NO SM Qualifications,-107.0746646,41.00467526,DUBOIS,
1445 COUNTY ROAD 710 UNIT 3A ENCAMPMENT WY 82325,944896,,1,NO SM Qualifications,-107.0745775,41.0048736,DUBOIS,
1445 COUNTY ROAD 710 UNIT 2A ENCAMPMENT WY 82325,944894,,1,NO SM Qualifications,-107.074504,41.00503315,DUBOIS,
1445 COUNTY ROAD 710 UNIT 1A ENCAMPMENT WY 82325,944892,,1,NO SM Qualifications,-107.0743368,41.00541559,DUBOIS,
595 HOWARD ST BAGGS WY 82321,23485,,1,NO SM Qualifications,-107.6528479,41.03445651,DUBOIS,
5122 STATE HIGHWAY 789 BAGGS WY 82321,23797,,1,NO SM Qualifications,-107.6569105,41.026246,DUBOIS,
342 B COUNTY ROAD 603 BAGGS WY 82321,23950,,1,NO SM Qualifications,-107.6947031,41.00350126,DUBOIS,
27 SOUTH BATTLE CIR BAGGS WY 82321,901707,,1,NO SM Qualifications,-107.6477978,41.02278599,DUBOIS,
215 PINE ST BAGGS WY 82321,23416,,1,NO SM Qualifications,-107.6567693,41.03884051,DUBOIS,
50 A COUNTY ROAD 615 BAGGS WY 82321,23988,,1,Below 10X1 Copper,-107.6298164,41.05903321,DUBOIS,
50 COUNTY ROAD 615 BAGGS WY 82321,23939,,1,Below 10X1 Copper,-107.6294647,41.05915769,DUBOIS,
11 COUNTY ROAD 710 SAVERY WY 82332,23833,,1,Below 10X1 Copper,-107.312354,41.01830362,DUBOIS,
11 A COUNTY ROAD 710 SAVERY WY 82332,21624,,1,Below 10X1 Copper,-107.311921,41.01848904,DUBOIS,
74825 COUNTY ROAD 129 SLATER CO 81653,945387,,1,Below 10X1 Copper,-107.2699692,41.00289434,DUBOIS,
105 A STATE HIGHWAY 70 BAGGS WY 82321,23941,,1,NO SM Qualifications,-107.6386256,41.02936888,DUBOIS,
105 STATE HIGHWAY 70 BAGGS WY 82321,23940,,1,NO SM Qualifications,-107.639529,41.0294847,DUBOIS,
74385 COUNTY ROAD 129 SLATER CO 81653,23829,,1,Below 10X1 Copper,-107.1573023,40.99717789,DUBOIS,
354 COUNTY ROAD 501 SAVERY WY 82332,23262,,1,Below 10X1 Copper,-107.4527137,41.09037178,DUBOIS,
72B COUNTY ROAD 501 SAVERY WY 82332,901594,,1,NO SM Qualifications,-107.443437,41.04800963,DUBOIS,
314 COTTONWOOD ST DIXON WY 82323,23271,,1,NO SM Qualifications,-107.5353583,41.03507893,DUBOIS,
418 PINE ST DIXON WY 82323,23643,,1,NO SM Qualifications,-107.5365084,41.03605729,DUBOIS,
217 BOXELDER ST DIXON WY 82323,23646,,1,NO SM Qualifications,-107.5346327,41.03428162,DUBOIS,
1 CEDAR PLZ LOT 25 BAGGS WY 82321,945743,,1,NO SM Qualifications,-107.6604563,41.03141691,DUBOIS,
1 CEDAR PLZ LOT 20 BAGGS WY 82321,945754,,1,NO SM Qualifications,-107.6601652,41.03165682,DUBOIS,
1 CEDAR PLZ LOT 17 BAGGS WY 82321,945730,,1,NO SM Qualifications,-107.6621062,41.03144891,DUBOIS,
309 COUNTY ROAD 701 BAGGS WY 82321,23785,,1,Below 10X1 Copper,-107.8011347,41.36101835,DUBOIS,
71600 COUNTY ROAD 129A SLATER CO 81653,23530,,1,Below 10X1 Copper,-107.1170953,40.96163919,DUBOIS,
74320 A COUNTY ROAD 129 SLATER CO 81653,23983,,1,Below 10X1 Copper,-107.1455622,40.99974593,DUBOIS,
74320 COUNTY ROAD 129 SLATER CO 81653,24060,,1,Below 10X1 Copper,-107.1457257,40.99975674,DUBOIS,
74421 COUNTY ROAD 129 SLATER CO 81653,945406,,1,Below 10X1 Copper,-107.1664516,40.99526574,DUBOIS,
1 A COUNTY ROAD 615 BAGGS WY 82321,945405,,1,Below 10X1 Copper,-107.621204,41.05095642,DUBOIS,
1131 STATE HIGHWAY 70 SAVERY WY 82332,926423,,1,NO SM Qualifications,-107.4515701,41.02538035,DUBOIS,
74675 A COUNTY ROAD 129 SLATER CO 81653,945389,,1,Below 10X1 Copper,-107.2365783,41.00352721,DUBOIS,
4801 STATE HIGHWAY 789 BAGGS WY 82321,945386,,1,Below 10X1 Copper,-107.6376759,41.06870298,DUBOIS,
5303 STATE HIGHWAY 789 BAGGS WY 82321,23955,,1,Below 10X1 Copper,-107.6352367,41.00455798,DUBOIS,
70 10 MILE CREEK RD ASHLAND MT 59003,20266,,26,Below 10X1 Copper,-106.014016,45.43159218,Forsyth,
70 A 10 MILE CREEK RD ASHLAND MT 59003,947201,,26,Below 10X1 Copper,-106.0151821,45.43204641,Forsyth,
243 TEEPEE RANCH RD BIRNEY MT 59012,20436,,26,Below 10X1 Copper,-106.356089,45.49118143,Forsyth,
27 TEEPEE FARM RD BIRNEY MT 59012,20427,,26,Below 10X1 Copper,-106.3570841,45.49307578,Forsyth,
6444 TONGUE RIVER RD ASHLAND MT 59003,946893,,26,NO SM Qualifications,-106.3103367,45.53473326,Forsyth,
239 SONNETTE RD ASHLAND MT 59003,19888,,26,Below 10X1 Copper,-105.9325702,45.24924879,Forsyth,
511 LEE CREEK RD BIRNEY MT 59012,19857,,26,Below 10X1 Copper,-106.4003279,45.23225003,Forsyth,
33 BEAR CREEK RD OTTER MT 59062,20245,,26,Below 10X1 Copper,-106.2056537,45.17441688,Forsyth,
4 10 MILE CREEK RD ASHLAND MT 59003,940631,,26,NO SM Qualifications,-106.1570032,45.43087422,Forsyth,
7 LISCOMB RD VOLBORG MT 59351,940611,,26,NO SM Qualifications,-105.8823824,45.73007279,Forsyth,
19 FORT HOWES RD ASHLAND MT 59003,19842,,26,NO SM Qualifications,-106.1574668,45.30067278,Forsyth,
21 FORT HOWES RD ASHLAND MT 59003,19843,,26,NO SM Qualifications,-106.1580549,45.30067131,Forsyth,
23 FORT HOWES RD ASHLAND MT 59003,20158,,26,NO SM Qualifications,-106.157773,45.30068791,Forsyth,
4 UPPER OTTER CREEK RD OTTER MT 59062,19992,,26,Below 10X1 Copper,-106.1673857,45.21223899,Forsyth,
7 QUIETUS RD OTTER MT 59062,19761,,26,Below 10X1 Copper,-106.1222993,45.0815154,Forsyth,
171 A QUIETUS RD OTTER MT 59062,20351,,26,Below 10X1 Copper,-106.202693,45.02621954,Forsyth,
172 QUIETUS RD OTTER MT 59062,19912,,26,Below 10X1 Copper,-106.2019857,45.0262035,Forsyth,
171 QUIETUS RD OTTER MT 59062,19911,,26,Below 10X1 Copper,-106.2024364,45.02614636,Forsyth,
920 A SAYLE RD OTTER MT 59062,20444,,26,Below 10X1 Copper,-106.0475524,45.10951528,Forsyth,
920 SAYLE RD OTTER MT 59062,20288,,26,Below 10X1 Copper,-106.0477172,45.10998977,Forsyth,
390 SAYLE RD OTTER MT 59062,19883,,26,Below 10X1 Copper,-106.063068,45.20389147,Forsyth,
261 SAYLE RD OTTER MT 59062,19882,,26,Below 10X1 Copper,-105.9926628,45.19048402,Forsyth,
133 SAYLE RD OTTER MT 59062,20442,,26,Below 10X1 Copper,-105.9758748,45.2083403,Forsyth,
133 A SAYLE RD OTTER MT 59062,20284,,26,NO SM Qualifications,-105.9752537,45.20830097,Forsyth,
1231 A SAYLE RD OTTER MT 59062,19671,,26,Below 10X1 Copper,-106.1022602,45.0756354,Forsyth,
1231 SAYLE RD OTTER MT 59062,19765,,26,Below 10X1 Copper,-106.1030213,45.07600727,Forsyth,
71 SAYLE RD OTTER MT 59062,19759,,26,Below 10X1 Copper,-105.9798187,45.22264987,Forsyth,
60 SAYLE RD OTTER MT 59062,19688,,26,Below 10X1 Copper,-105.9972865,45.22920628,Forsyth,
62 SAYLE RD OTTER MT 59062,19758,,26,Below 10X1 Copper,-105.9955834,45.22706463,Forsyth,
131 SAYLE RD OTTER MT 59062,19679,,26,Below 10X1 Copper,-105.997527,45.21849227,Forsyth,
20 MARTINI RD OTTER MT 59062,19886,,26,Below 10X1 Copper,-105.9630021,45.16292297,Forsyth,
18 MARTINI RD OTTER MT 59062,19887,,26,Below 10X1 Copper,-105.962164,45.16275754,Forsyth,
11 MARTINI RD OTTER MT 59062,19885,,26,Below 10X1 Copper,-105.9675515,45.16209586,Forsyth,
43 BLISS RD OTTER MT 59062,19767,,26,Below 10X1 Copper,-106.019953,45.06424629,Forsyth,
44 BLISS RD OTTER MT 59062,19768,,26,Below 10X1 Copper,-106.0195984,45.06403309,Forsyth,
66 BEAR CREEK RD OTTER MT 59062,19773,,26,Below 10X1 Copper,-106.2351004,45.12398791,Forsyth,
64 A BEAR CREEK RD OTTER MT 59062,19632,,26,Below 10X1 Copper,-106.2362785,45.12736847,Forsyth,
64 BEAR CREEK RD OTTER MT 59062,20207,,26,Below 10X1 Copper,-106.2355048,45.12766055,Forsyth,
6 PASTURE CREEK RD OTTER MT 59062,20087,,26,Below 10X1 Copper,-106.1154068,45.13260141,Forsyth,
8 PASTURE CREEK RD OTTER MT 59062,19760,,26,Below 10X1 Copper,-106.1154816,45.13227816,Forsyth,
45 UPPER OTTER CREEK RD OTTER MT 59062,20086,,26,Below 10X1 Copper,-106.1021382,45.16363573,Forsyth,
59 A CLINTON LN LAME DEER MT 59043,20177,,26,Below 10X1 Copper,-106.3992432,45.45395866,Forsyth,
70 BEAVER CREEK RD MILES CITY MT 59301,19784,,26,Below 10X1 Copper,-106.0466049,45.72080509,Forsyth,
69 BEAVER CREEK RD MILES CITY MT 59301,19785,,26,Below 10X1 Copper,-106.0478213,45.71962397,Forsyth,
65 BEAVER CREEK RD MILES CITY MT 59301,901582,,26,Below 10X1 Copper,-106.0498524,45.71736757,Forsyth,
584 RESERVATION CREEK RD ASHLAND MT 59003,19930,,26,Below 10X1 Copper,-106.3153409,45.68211828,Forsyth,
13238 BIRNEY RIVER RD ASHLAND MT 59003,20192,,26,Below 10X1 Copper,-106.4260982,45.44374874,Forsyth,
76 10 MILE CREEK RD ASHLAND MT 59003,910542,,26,NO SM Qualifications,-106.0104837,45.43184968,Forsyth,
5516 N TONGUE RIVER RD ASHLAND MT 59003,20437,,26,Below 10X1 Copper,-106.2977819,45.65143772,Forsyth,
153 FOX RD ASHLAND MT 59003,20149,,26,Below 10X1 Copper,-106.2998826,45.65145773,Forsyth,
103 FOX RD ASHLAND MT 59003,20150,,26,Below 10X1 Copper,-106.2994417,45.6506533,Forsyth,
422 ROBINSON LN ASHLAND MT 59003,20142,,26,Below 10X1 Copper,-106.3047545,45.63627152,Forsyth,
112 ST LABRE CAMPUS DR #1 ASHLAND MT 59003,20047,,26,NO SM Qualifications,-106.2797309,45.6052724,Forsyth,
8126 BIRNEY RIVER RD LAME DEER MT 59043,20173,,26,Below 10X1 Copper,-106.3638303,45.49049135,Forsyth,
44 SPOTTED WOLF LN ASHLAND MT 59003,19905,,26,Below 10X1 Copper,-106.2961736,45.59670942,Forsyth,
110 COTTON ST ASHLAND MT 59003,946524,,26,NO SM Qualifications,-106.2966168,45.59166727,Forsyth,
103 COTTON ST ASHLAND MT 59003,946523,,26,Below 10X1 Copper,-106.2965292,45.59207274,Forsyth,
139 LITTLE COYOTE LN ASHLAND MT 59003,19974,,26,Below 10X1 Copper,-106.3031191,45.5713865,Forsyth,
27 LITTLE COYOTE LN ASHLAND MT 59003,19975,,26,Below 10X1 Copper,-106.3008024,45.57021869,Forsyth,
59 CLINTON LN LAME DEER MT 59043,20178,,26,Below 10X1 Copper,-106.4029948,45.45507032,Forsyth,
4 LLOYD RD OTTER MT 59062,19776,,26,Below 10X1 Copper,-106.215432,45.09952514,Forsyth,
2 LLOYD RD OTTER MT 59062,19775,,26,Below 10X1 Copper,-106.2147424,45.10024771,Forsyth,
67 U CROSS LN BIRNEY MT 59012,20272,,27,Below 10X1 Copper,-106.4209673,45.43715489,Forsyth,
4725 N TONGUE RIVER RD ASHLAND MT 59003,19932,,26,Below 10X1 Copper,-106.3016332,45.66836391,Forsyth,
